Time (h),OD600 (-),[Glucose] (g/L),[Xylose] (g/L),trajectory_id
120.0,2.5037,0.4427,11.8756,1:1_0158
128.0,2.6886,0.0,9.3325,1:1_0158
128.0,2.7007,0.0874,9.4353,1:1_0158
128.0,2.6802,0.0277,9.2284,1:1_0158
144.0,3.0254,0.1972,3.3251,1:1_0158
144.0,3.0218,0.0,3.1377,1:1_0158
144.0,3.0169,0.0765,3.2549,1:1_0158
24.0,0.2052,13.269,13.983,1:1_0159
24.0,0.2272,13.251,13.9158,1:1_0159
24.0,0.2254,13.4023,13.9542,1:1_0159
32.333,0.3439,13.4499,13.9534,1:1_0159
32.333,0.2938,13.2118,14.0041,1:1_0159
32.333,0.3192,13.2963,14.2059,1:1_0159
48.0,0.673,12.1739,14.1256,1:1_0159
48.0,0.6969,12.3036,14.0345,1:1_0159
48.0,0.732,12.416,14.0047,1:1_0159
55.5,0.9857,11.0619,14.1739,1:1_0159
55.5,0.9924,11.1816,13.7039,1:1_0159
55.5,0.9936,11.2206,13.9589,1:1_0159
72.0,1.8954,5.966,13.6332,1:1_0159
72.0,1.9168,6.0191,13.6807,1:1_0159
72.0,1.9036,6.1056,13.8128,1:1_0159
80.0,2.28,2.7583,13.5331,1:1_0159
80.0,2.2788,2.828,13.7072,1:1_0159
80.0,2.2935,2.687,13.6674,1:1_0159
96.0,2.6745,0.0509,10.2213,1:1_0159
96.0,2.6788,0.2595,10.0866,1:1_0159
96.0,2.698,0.2383,10.2876,1:1_0159
104.0,2.8567,0.0532,5.5898,1:1_0159
104.0,2.858,0.0,5.4797,1:1_0159
104.0,2.9082,0.0205,5.6742,1:1_0159
120.0,3.0602,0.0,0.2066,1:1_0159
120.0,3.0626,0.0,0.1621,1:1_0159
120.0,3.0704,0.0189,0.2766,1:1_0159
128.0,3.0822,0.0,0.0086,1:1_0159
128.0,3.0978,0.0,0.0,1:1_0159
128.0,3.0792,0.0,0.0,1:1_0159
144.0,3.0867,0.0,0.0,1:1_0159
144.0,3.1077,0.0,0.0,1:1_0159
144.0,3.0312,0.0271,0.0,1:1_0159
24.0,0.2367,16.5806,15.217,1:1_0160
24.0,0.2353,16.8011,15.2195,1:1_0160
24.0,0.2265,16.8184,15.2725,1:1_0160
32.333,0.3103,16.6155,15.3233,1:1_0160
32.333,0.3274,16.6664,15.4463,1:1_0160
32.333,0.2797,16.4244,15.2581,1:1_0160
48.0,0.7872,14.8317,15.1464,1:1_0160
48.0,0.7901,14.7263,15.2694,1:1_0160
48.0,0.7883,14.7216,15.3673,1:1_0160
55.5,1.2891,12.0317,15.1569,1:1_0160
55.5,1.2891,11.9207,15.4176,1:1_0160
55.5,1.2852,12.1774,15.3071,1:1_0160
72.0,2.4214,0.0,12.6058,1:1_0160
72.0,2.4501,0.0,12.6364,1:1_0160
72.0,2.4602,0.0,12.6637,1:1_0160
80.0,2.6335,0.0,7.7156,1:1_0160
80.0,2.6251,0.1331,7.6596,1:1_0160
80.0,2.6497,0.0,7.6904,1:1_0160
96.0,2.8364,0.0,0.1159,1:1_0160
96.0,2.8622,0.0,0.0715,1:1_0160
96.0,2.8563,0.0,0.0,1:1_0160
104.0,2.8126,0.0,0.0,1:1_0160
104.0,2.8603,0.0269,0.0,1:1_0160
104.0,2.8492,0.0,0.0,1:1_0160
120.0,2.8126,0.0625,0.0446,1:1_0160
120.0,2.8555,0.0,0.0171,1:1_0160
120.0,2.8169,0.0,0.0034,1:1_0160
128.0,2.8497,0.0,0.0,1:1_0160
128.0,2.8371,0.0959,0.0,1:1_0160
128.0,2.8472,0.0245,0.0,1:1_0160
144.0,2.8498,0.0,0.0,1:1_0160
144.0,2.8731,0.1505,0.0843,1:1_0160
144.0,2.8664,0.0,0.0,1:1_0160
24.0,0.1799,14.6457,13.1738,1:1_0161
24.0,0.1596,14.7697,13.2301,1:1_0161
24.0,0.1636,14.7803,13.106,1:1_0161
32.333,0.1509,14.6696,13.201,1:1_0161
32.333,0.1659,14.671,13.0475,1:1_0161
32.333,0.153,14.615,13.2977,1:1_0161
48.0,0.1986,14.4077,13.1694,1:1_0161
48.0,0.1896,14.4843,13.3251,1:1_0161
48.0,0.2035,14.609,13.1695,1:1_0161
55.5,0.2808,14.1142,13.4397,1:1_0161
55.5,0.3629,14.0133,13.1301,1:1_0161
55.5,0.3437,14.0201,13.2872,1:1_0161
72.0,1.809,1.8759,12.9958,1:1_0161
72.0,1.8242,1.8143,12.8007,1:1_0161
72.0,1.7529,1.832,12.7836,1:1_0161
80.0,2.3194,0.0,3.6379,1:1_0161
80.0,2.3273,0.0397,3.649,1:1_0161
80.0,2.3448,0.0738,3.619,1:1_0161
96.0,2.4325,0.0788,0.0203,1:1_0161
96.0,2.4175,0.0895,0.1257,1:1_0161
96.0,2.4636,0.1543,0.2069,1:1_0161
104.0,2.4745,0.0341,0.0,1:1_0161
104.0,2.4033,0.0011,0.0519,1:1_0161
104.0,2.4408,0.0,0.0,1:1_0161
120.0,2.4528,0.0,0.0166,1:1_0161
120.0,2.4486,0.1118,0.1713,1:1_0161
120.0,2.4324,0.0184,0.0215,1:1_0161
128.0,2.4529,0.0537,0.1425,1:1_0161
128.0,2.3933,0.0418,0.0487,1:1_0161
128.0,2.4352,0.0,0.0,1:1_0161
144.0,2.4257,0.1678,0.0375,1:1_0161
144.0,2.424,0.0,0.0591,1:1_0161
144.0,2.4538,0.0,0.0604,1:1_0161
24.0,0.3072,15.5954,15.025,1:1_0162
24.0,0.2994,15.3697,14.8804,1:1_0162
24.0,0.3416,15.4425,14.9266,1:1_0162
32.333,0.5341,14.8186,14.7182,1:1_0162
32.333,0.5511,14.8049,14.8952,1:1_0162
32.333,0.5864,14.7776,14.6344,1:1_0162
48.0,1.5019,10.4293,14.791,1:1_0162
48.0,1.5028,10.5481,14.7845,1:1_0162
48.0,1.5038,10.3216,14.5962,1:1_0162
55.5,2.0646,5.9143,14.5344,1:1_0162
55.5,2.0571,5.8754,14.5779,1:1_0162
55.5,2.0421,5.9303,14.6178,1:1_0162
72.0,2.7058,0.1073,11.1341,1:1_0162
72.0,2.7362,0.2141,11.1234,1:1_0162
72.0,2.7238,0.3299,11.1961,1:1_0162
80.0,3.0207,0.0774,4.7144,1:1_0162
80.0,3.0192,0.0,4.5752,1:1_0162
80.0,3.0224,0.0482,4.7015,1:1_0162
96.0,3.2186,0.0,0.0,1:1_0162
96.0,3.1839,0.0,0.1425,1:1_0162
96.0,3.1828,0.0985,0.2051,1:1_0162
104.0,3.183,0.0,0.066,1:1_0162
104.0,3.2211,0.0,0.0407,1:1_0162
104.0,3.1575,0.0,0.1219,1:1_0162
120.0,3.2621,0.0,0.0,1:1_0162
120.0,3.1917,0.0066,0.0,1:1_0162
120.0,3.1835,0.0,0.0397,1:1_0162
128.0,3.1986,0.0,0.0,1:1_0162
128.0,3.1937,0.0,0.0,1:1_0162
128.0,3.2148,0.0,0.0,1:1_0162
144.0,3.2225,0.0417,0.0,1:1_0162
144.0,3.1947,0.0,0.0677,1:1_0162
144.0,3.1945,0.0,0.0,1:1_0162
24.0,0.2428,14.6447,15.0328,1:1_0163
24.0,0.2394,14.572,14.8522,1:1_0163
24.0,0.2527,14.673,14.8793,1:1_0163
32.333,0.1969,14.6659,15.0961,1:1_0163
32.333,0.2316,14.6982,15.1042,1:1_0163
32.333,0.2458,14.7135,15.2229,1:1_0163
48.0,0.2129,14.7899,14.906,1:1_0163
48.0,0.2359,14.6552,14.9914,1:1_0163
48.0,0.2657,14.7752,14.993,1:1_0163
55.5,3.0644,0.019,13.9142,1:1_0163
55.5,3.0976,0.0863,13.997,1:1_0163
55.5,3.1131,0.1524,14.03,1:1_0163
72.0,3.8192,0.0,0.0,1:1_0163
72.0,3.7863,0.0,0.0,1:1_0163
72.0,3.7747,0.0577,0.1022,1:1_0163
80.0,3.8077,0.0,0.0,1:1_0163
80.0,3.78,0.0,0.1452,1:1_0163
80.0,3.7592,0.0,0.083,1:1_0163
96.0,3.7938,0.0,0.2032,1:1_0163
96.0,3.8154,0.0934,0.0495,1:1_0163
96.0,3.8111,0.1264,0.1905,1:1_0163
104.0,3.7742,0.0,0.0,1:1_0163
104.0,3.7993,0.0981,0.0257,1:1_0163
104.0,3.8464,0.11,0.1365,1:1_0163
120.0,3.7839,0.0,0.0,1:1_0163
120.0,3.8343,0.0,0.0,1:1_0163
120.0,3.7854,0.2753,0.0,1:1_0163
128.0,3.8185,0.0,0.0959,1:1_0163
128.0,3.7724,0.0,0.0,1:1_0163
128.0,3.8122,0.0,0.1524,1:1_0163
144.0,3.8179,0.0,0.0998,1:1_0163
144.0,3.8,0.0,0.0896,1:1_0163
144.0,3.7588,0.0735,0.0,1:1_0163
24.0,0.2944,13.2785,14.3279,1:1_0164
24.0,0.2425,13.236,14.4028,1:1_0164
24.0,0.2783,13.3586,14.1403,1:1_0164
32.333,0.5477,12.0742,14.3676,1:1_0164
32.333,0.5462,12.3564,14.3117,1:1_0164
32.333,0.5259,12.1271,14.2367,1:1_0164
48.0,1.5418,5.644,14.2505,1:1_0164
48.0,1.522,5.5132,14.1292,1:1_0164
48.0,1.5364,5.5532,14.269,1:1_0164
55.5,1.9478,1.757,13.653,1:1_0164
55.5,1.9307,1.5457,13.7488,1:1_0164
55.5,1.9366,1.7183,13.8562,1:1_0164
72.0,2.3555,0.0,9.2372,1:1_0164
72.0,2.3521,0.1645,9.3699,1:1_0164
72.0,2.3111,0.2229,9.4213,1:1_0164
80.0,2.5101,0.0,6.555,1:1_0164
80.0,2.5204,0.051,6.4854,1:1_0164
80.0,2.5055,0.0,6.7198,1:1_0164
96.0,2.7389,0.0,2.3088,1:1_0164
96.0,2.7266,0.0,2.3838,1:1_0164
96.0,2.6983,0.0,2.4419,1:1_0164
104.0,2.769,0.2497,1.3755,1:1_0164
104.0,2.7513,0.0,1.3559,1:1_0164
104.0,2.7664,0.1331,1.3442,1:1_0164
120.0,2.7802,0.0,0.2751,1:1_0164
120.0,2.8287,0.0,0.3579,1:1_0164
120.0,2.7931,0.0006,0.3797,1:1_0164
128.0,2.857,0.0246,0.0881,1:1_0164
128.0,2.8576,0.0,0.2472,1:1_0164
128.0,2.8155,0.0091,0.0897,1:1_0164
144.0,2.8401,0.0804,0.0,1:1_0164
144.0,2.8227,0.0357,0.0,1:1_0164
144.0,2.8033,0.0353,0.0301,1:1_0164
24.0,0.2069,14.1198,14.2029,1:1_0165
24.0,0.1921,14.1779,13.889,1:1_0165
24.0,0.1699,14.0594,14.076,1:1_0165
32.333,0.2078,14.0942,14.1353,1:1_0165
32.333,0.1918,14.1478,14.2876,1:1_0165
32.333,0.1984,14.0123,14.0382,1:1_0165
48.0,0.2482,13.8399,13.9305,1:1_0165
48.0,0.2173,13.9945,14.2317,1:1_0165
48.0,0.2785,13.9151,14.0045,1:1_0165
55.5,0.2633,13.6244,13.9485,1:1_0165
55.5,0.2772,13.8274,14.2973,1:1_0165
55.5,0.2704,13.6377,14.0893,1:1_0165
72.0,0.3403,13.3696,14.1296,1:1_0165
72.0,0.3216,13.4318,14.1604,1:1_0165
72.0,0.3743,13.4497,14.1996,1:1_0165
80.0,0.383,13.1578,14.2258,1:1_0165
80.0,0.3645,13.1479,14.2039,1:1_0165
80.0,0.3877,13.1596,14.0645,1:1_0165
96.0,0.5093,12.6839,14.1717,1:1_0165
96.0,0.5072,12.6846,14.1134,1:1_0165
96.0,0.5242,12.4725,14.2531,1:1_0165
104.0,0.5811,11.9016,14.237,1:1_0165
104.0,0.5768,12.1369,14.0105,1:1_0165
104.0,0.5855,12.0876,14.0134,1:1_0165
120.0,0.7285,11.123,13.9964,1:1_0165
120.0,0.7566,11.1794,14.0872,1:1_0165
120.0,0.7517,11.1429,13.9459,1:1_0165
128.0,0.8671,10.6066,14.1929,1:1_0165
128.0,0.8517,10.4678,13.7969,1:1_0165
128.0,0.8064,10.5775,14.0215,1:1_0165
144.0,1.0182,8.7263,13.9835,1:1_0165
144.0,1.0049,8.9034,14.0699,1:1_0165
144.0,1.006,8.8825,14.0034,1:1_0165
24.0,0.3037,14.0525,16.3211,1:1_0166
24.0,0.2882,14.0147,16.3654,1:1_0166
24.0,0.286,13.8398,16.3501,1:1_0166
32.333,1.284,6.623,16.453,1:1_0166
32.333,1.2898,6.4803,16.3303,1:1_0166
32.333,1.2477,6.3887,16.2576,1:1_0166
48.0,2.6042,0.0945,0.0737,1:1_0166
48.0,2.6164,0.0072,0.0,1:1_0166
48.0,2.5917,0.0,0.0658,1:1_0166
55.5,2.5856,0.0,0.0694,1:1_0166
55.5,2.5779,0.0964,0.0,1:1_0166
55.5,2.5989,0.0,0.0827,1:1_0166
72.0,2.5653,0.0,0.075,1:1_0166
72.0,2.5849,0.0,0.0,1:1_0166
72.0,2.611,0.0299,0.0241,1:1_0166
80.0,2.5693,0.0502,0.0,1:1_0166
80.0,2.5796,0.0,0.0,1:1_0166
80.0,2.614,0.0227,0.0,1:1_0166
96.0,2.5949,0.0104,0.0066,1:1_0166
96.0,2.5963,0.0,0.0107,1:1_0166
96.0,2.5576,0.0576,0.0,1:1_0166
104.0,2.6163,0.0,0.1674,1:1_0166
104.0,2.56,0.0,0.0299,1:1_0166
104.0,2.6051,0.0,0.0893,1:1_0166
120.0,2.5768,0.0,0.0,1:1_0166
120.0,2.582,0.0,0.0,1:1_0166
120.0,2.5904,0.1078,0.0,1:1_0166
128.0,2.58,0.1203,0.0293,1:1_0166
128.0,2.6037,0.0453,0.0458,1:1_0166
128.0,2.6292,0.0092,0.0,1:1_0166
144.0,2.6055,0.0,0.0,1:1_0166
144.0,2.6001,0.0,0.0,1:1_0166
144.0,2.6023,0.0,0.0973,1:1_0166
24.0,0.2244,14.6735,13.5743,1:1_0167
24.0,0.2414,14.5049,13.4463,1:1_0167
24.0,0.2064,14.3902,13.5706,1:1_0167
32.333,0.2446,14.5181,13.5181,1:1_0167
32.333,0.2043,14.5375,13.425,1:1_0167
32.333,0.1974,14.592,13.5211,1:1_0167
48.0,0.4151,13.9278,13.6188,1:1_0167
48.0,0.4243,13.8704,13.4755,1:1_0167
48.0,0.4171,13.975,13.5427,1:1_0167
55.5,0.7465,12.8316,13.5369,1:1_0167
55.5,0.7334,12.9377,13.4923,1:1_0167
55.5,0.7516,12.6209,13.519,1:1_0167
72.0,1.9552,4.5278,13.6971,1:1_0167
72.0,1.9822,4.7483,13.5404,1:1_0167
72.0,1.9969,4.6058,13.6155,1:1_0167
80.0,2.3767,0.59,13.0561,1:1_0167
80.0,2.357,0.5911,13.0255,1:1_0167
80.0,2.3674,0.7598,12.9093,1:1_0167
96.0,2.8374,0.0,7.6587,1:1_0167
96.0,2.8079,0.0416,7.5158,1:1_0167
96.0,2.7799,0.1742,7.4375,1:1_0167
104.0,3.0342,0.0,3.9187,1:1_0167
104.0,3.0285,0.0,3.9356,1:1_0167
104.0,3.0318,0.0,4.065,1:1_0167
120.0,3.2412,0.0,0.2199,1:1_0167
120.0,3.2531,0.0,0.3234,1:1_0167
120.0,3.2524,0.0,0.271,1:1_0167
128.0,3.2725,0.0,0.02,1:1_0167
128.0,3.279,0.0,0.0865,1:1_0167
128.0,3.2344,0.0,0.0852,1:1_0167
144.0,3.2099,0.0,0.0437,1:1_0167
144.0,3.2626,0.0,0.0,1:1_0167
144.0,3.2706,0.0,0.0553,1:1_0167
24.0,0.2646,15.0288,16.6002,1:1_0168
24.0,0.2619,15.1464,16.439,1:1_0168
24.0,0.2319,14.8183,16.4966,1:1_0168
32.333,0.3161,13.582,16.4164,1:1_0168
32.333,0.2941,13.7273,16.4699,1:1_0168
32.333,0.3372,13.5487,16.4971,1:1_0168
48.0,0.488,8.6301,16.3398,1:1_0168
48.0,0.5392,8.3806,16.4746,1:1_0168
48.0,0.499,8.5063,16.1999,1:1_0168
55.5,0.6414,4.2499,16.1325,1:1_0168
55.5,0.604,4.3474,16.2163,1:1_0168
55.5,0.6454,4.2334,15.9169,1:1_0168
72.0,0.8592,0.1583,11.8616,1:1_0168
72.0,0.8912,0.0,11.7621,1:1_0168
72.0,0.818,0.0772,11.9709,1:1_0168
80.0,0.9467,0.0,8.5519,1:1_0168
80.0,0.9171,0.0,8.5018,1:1_0168
80.0,0.9098,0.0175,8.5703,1:1_0168
96.0,1.0458,0.1206,1.6439,1:1_0168
96.0,1.0045,0.1017,1.6697,1:1_0168
96.0,1.0332,0.0,1.7007,1:1_0168
104.0,1.0386,0.0,0.2567,1:1_0168
104.0,1.0677,0.0505,0.1421,1:1_0168
104.0,1.0858,0.0,0.0,1:1_0168
120.0,1.0773,0.0767,0.0,1:1_0168
120.0,1.095,0.0,0.0674,1:1_0168
120.0,1.1059,0.0037,0.0,1:1_0168
128.0,1.0689,0.1628,0.0403,1:1_0168
128.0,1.1139,0.0279,0.0,1:1_0168
128.0,1.0593,0.0062,0.0,1:1_0168
144.0,1.0615,0.0,0.024,1:1_0168
144.0,1.1098,0.0055,0.0,1:1_0168
144.0,1.0527,0.0262,0.0093,1:1_0168
24.0,0.1616,14.2821,16.6648,1:1_0169
24.0,0.1873,14.3351,16.6928,1:1_0169
24.0,0.1841,14.3659,16.7073,1:1_0169
32.333,0.445,13.5607,16.6106,1:1_0169
32.333,0.4343,13.6477,16.8459,1:1_0169
32.333,0.4797,13.6045,16.611,1:1_0169
48.0,2.0166,2.7805,16.262,1:1_0169
48.0,2.0151,2.7482,16.3763,1:1_0169
48.0,2.0308,2.7125,16.3447,1:1_0169
55.5,2.3313,0.027,14.5603,1:1_0169
55.5,2.343,0.1286,14.5259,1:1_0169
55.5,2.3354,0.0,14.5156,1:1_0169
72.0,2.8019,0.1032,3.9175,1:1_0169
72.0,2.8315,0.1713,3.8162,1:1_0169
72.0,2.8069,0.0,3.689,1:1_0169
80.0,2.8829,0.0621,1.2199,1:1_0169
80.0,2.8918,0.0,1.3182,1:1_0169
80.0,2.9311,0.006,1.2796,1:1_0169
96.0,2.9785,0.0729,0.0,1:1_0169
96.0,2.9641,0.0,0.0469,1:1_0169
96.0,2.9964,0.0124,0.0993,1:1_0169
104.0,2.9639,0.0874,0.0,1:1_0169
104.0,2.9516,0.0657,0.0,1:1_0169
104.0,2.982,0.0,0.0099,1:1_0169
120.0,2.9314,0.0,0.1325,1:1_0169
120.0,2.9842,0.1151,0.0,1:1_0169
120.0,2.9423,0.034,0.0743,1:1_0169
128.0,2.9474,0.0,0.0,1:1_0169
128.0,2.9966,0.0,0.0039,1:1_0169
128.0,2.9651,0.1106,0.0,1:1_0169
144.0,2.9868,0.0,0.1166,1:1_0169
144.0,2.9291,0.0,0.1626,1:1_0169
144.0,2.9774,0.0421,0.0,1:1_0169
24.0,0.2117,13.2895,16.6491,1:1_0170
24.0,0.2058,13.332,16.6522,1:1_0170
24.0,0.1844,13.4634,16.5494,1:1_0170
32.333,0.203,13.2567,16.6683,1:1_0170
32.333,0.2128,13.2339,16.683,1:1_0170
32.333,0.1934,13.2009,16.7486,1:1_0170
48.0,0.3511,12.9823,16.7285,1:1_0170
48.0,0.3203,13.0229,16.5752,1:1_0170
48.0,0.3519,12.9778,16.694,1:1_0170
55.5,0.8431,11.9657,16.7799,1:1_0170
55.5,0.8163,11.8623,16.6826,1:1_0170
55.5,0.7882,12.1524,16.6071,1:1_0170
72.0,3.0103,0.0,12.3558,1:1_0170
72.0,3.0465,0.0,12.5694,1:1_0170
72.0,3.0328,0.0,12.5701,1:1_0170
80.0,3.567,0.1146,0.5109,1:1_0170
80.0,3.5539,0.0,0.5906,1:1_0170
80.0,3.5389,0.0,0.5324,1:1_0170
96.0,3.5821,0.0003,0.0506,1:1_0170
96.0,3.5741,0.0,0.0191,1:1_0170
96.0,3.5579,0.0569,0.0,1:1_0170
104.0,3.5803,0.022,0.1602,1:1_0170
104.0,3.5839,0.0073,0.0,1:1_0170
104.0,3.5923,0.0,0.0,1:1_0170
120.0,3.5723,0.0191,0.0,1:1_0170
120.0,3.5739,0.0,0.0,1:1_0170
120.0,3.6009,0.0,0.2034,1:1_0170
128.0,3.5756,0.058,0.0128,1:1_0170
128.0,3.5417,0.0,0.0,1:1_0170
128.0,3.5961,0.0,0.0,1:1_0170
144.0,3.5795,0.0473,0.0443,1:1_0170
144.0,3.5566,0.0,0.0539,1:1_0170
144.0,3.6049,0.0,0.0,1:1_0170
24.0,0.3393,15.5694,14.1595,1:1_0171
24.0,0.3381,15.4911,14.2497,1:1_0171
24.0,0.3204,15.719,14.0344,1:1_0171
32.333,1.5968,4.331,14.0225,1:1_0171
32.333,1.549,4.5271,13.7314,1:1_0171
32.333,1.5824,4.4174,13.6585,1:1_0171
48.0,2.2462,0.2508,0.0073,1:1_0171
48.0,2.2433,0.0303,0.069,1:1_0171
48.0,2.2878,0.0,0.0,1:1_0171
55.5,2.3262,0.01,0.1463,1:1_0171
55.5,2.3248,0.0,0.0,1:1_0171
55.5,2.2976,0.0526,0.006,1:1_0171
72.0,2.3148,0.0863,0.0531,1:1_0171
72.0,2.2966,0.052,0.2235,1:1_0171
72.0,2.2723,0.0487,0.1832,1:1_0171
80.0,2.2786,0.1001,0.1135,1:1_0171
80.0,2.2726,0.0712,0.0,1:1_0171
80.0,2.3009,0.0,0.1313,1:1_0171
96.0,2.2999,0.0,0.0,1:1_0171
96.0,2.2953,0.0,0.0,1:1_0171
96.0,2.3045,0.0404,0.1204,1:1_0171
104.0,2.3069,0.0,0.0,1:1_0171
104.0,2.308,0.0,0.0,1:1_0171
104.0,2.3074,0.0519,0.027,1:1_0171
120.0,2.2987,0.0,0.0,1:1_0171
120.0,2.3191,0.0,0.0,1:1_0171
120.0,2.3253,0.0,0.0035,1:1_0171
128.0,2.3119,0.0003,0.0,1:1_0171
128.0,2.3099,0.1326,0.0787,1:1_0171
128.0,2.2596,0.2127,0.0,1:1_0171
144.0,2.2806,0.0782,0.0453,1:1_0171
144.0,2.3037,0.0,0.1331,1:1_0171
144.0,2.3013,0.0,0.1232,1:1_0171
24.0,0.2511,16.1748,15.6144,1:1_0172
24.0,0.2272,16.1627,15.8486,1:1_0172
24.0,0.2206,16.2495,15.8229,1:1_0172
32.333,1.1034,0.0209,14.0857,1:1_0172
32.333,1.0574,0.1023,14.1736,1:1_0172
32.333,1.0404,0.1763,13.9772,1:1_0172
48.0,1.5233,0.0078,0.0,1:1_0172
48.0,1.5073,0.0,0.0524,1:1_0172
48.0,1.5057,0.0,0.0,1:1_0172
55.5,1.4855,0.0,0.0485,1:1_0172
55.5,1.4972,0.0975,0.0,1:1_0172
55.5,1.5056,0.0017,0.1395,1:1_0172
72.0,1.484,0.1656,0.096,1:1_0172
72.0,1.511,0.1183,0.0,1:1_0172
72.0,1.5171,0.0,0.0966,1:1_0172
80.0,1.4972,0.0,0.0679,1:1_0172
80.0,1.5324,0.0,0.0753,1:1_0172
80.0,1.4918,0.0,0.0,1:1_0172
96.0,1.5281,0.0,0.0,1:1_0172
96.0,1.5125,0.0022,0.0622,1:1_0172
96.0,1.4792,0.0,0.0124,1:1_0172
104.0,1.4841,0.0,0.0,1:1_0172
104.0,1.5116,0.0012,0.0,1:1_0172
104.0,1.4994,0.0,0.0299,1:1_0172
120.0,1.5363,0.0,0.0623,1:1_0172
120.0,1.5092,0.0526,0.1186,1:1_0172
120.0,1.4963,0.0944,0.0,1:1_0172
128.0,1.5139,0.0,0.0046,1:1_0172
128.0,1.4916,0.0437,0.1586,1:1_0172
128.0,1.492,0.019,0.0856,1:1_0172
144.0,1.5055,0.136,0.0,1:1_0172
144.0,1.5091,0.0,0.0127,1:1_0172
144.0,1.5115,0.0636,0.0,1:1_0172
24.0,0.2479,14.6386,14.5988,1:1_0173
24.0,0.2445,14.6694,14.7185,1:1_0173
24.0,0.2661,14.7578,14.7612,1:1_0173
32.333,0.2304,14.8458,14.8037,1:1_0173
32.333,0.2234,14.7407,14.6261,1:1_0173
32.333,0.262,14.8323,14.7479,1:1_0173
48.0,1.2677,12.6898,14.6902,1:1_0173
48.0,1.2604,12.594,14.65,1:1_0173
48.0,1.2665,12.8636,14.6175,1:1_0173
55.5,2.4904,6.5539,14.3943,1:1_0173
55.5,2.4684,6.6412,14.2395,1:1_0173
55.5,2.5347,6.5435,14.1313,1:1_0173
72.0,3.7489,0.1336,0.0082,1:1_0173
72.0,3.7517,0.0719,0.0,1:1_0173
72.0,3.7486,0.0,0.1729,1:1_0173
80.0,3.7284,0.0169,0.048,1:1_0173
80.0,3.7526,0.0,0.0,1:1_0173
80.0,3.7633,0.0,0.0,1:1_0173
96.0,3.7606,0.0,0.0631,1:1_0173
96.0,3.7488,0.0,0.0052,1:1_0173
96.0,3.7301,0.0,0.0,1:1_0173
104.0,3.73,0.0714,0.0,1:1_0173
104.0,3.7239,0.0,0.0101,1:1_0173
104.0,3.7439,0.04,0.0574,1:1_0173
120.0,3.8009,0.1151,0.0,1:1_0173
120.0,3.7456,0.0,0.0575,1:1_0173
120.0,3.7342,0.0,0.0,1:1_0173
128.0,3.7408,0.0,0.0,1:1_0173
128.0,3.7291,0.0982,0.0472,1:1_0173
128.0,3.7239,0.0026,0.0,1:1_0173
144.0,3.7797,0.1614,0.0,1:1_0173
144.0,3.7358,0.0,0.0,1:1_0173
144.0,3.7507,0.137,0.0956,1:1_0173
24.0,0.1747,15.9882,15.3559,1:1_0174
24.0,0.1522,15.8165,15.3487,1:1_0174
24.0,0.188,15.8156,15.3593,1:1_0174
32.333,0.1475,15.9887,15.2316,1:1_0174
32.333,0.1794,15.9176,15.4361,1:1_0174
32.333,0.1826,15.8664,15.356,1:1_0174
48.0,0.2206,16.0003,15.3141,1:1_0174
48.0,0.1611,15.8647,15.388,1:1_0174
48.0,0.1601,15.9266,15.4638,1:1_0174
55.5,0.6141,14.2143,15.5078,1:1_0174
55.5,0.6463,14.3723,15.4176,1:1_0174
55.5,0.6057,14.3946,15.2477,1:1_0174
72.0,2.8294,0.2592,0.0,1:1_0174
72.0,2.8625,0.0286,0.1249,1:1_0174
72.0,2.8547,0.0,0.0872,1:1_0174
80.0,2.8688,0.0,0.0,1:1_0174
80.0,2.8327,0.2014,0.0537,1:1_0174
80.0,2.8633,0.0,0.0,1:1_0174
96.0,2.8764,0.0,0.0621,1:1_0174
96.0,2.8321,0.1547,0.0901,1:1_0174
96.0,2.8575,0.0468,0.0741,1:1_0174
104.0,2.8324,0.1678,0.0483,1:1_0174
104.0,2.8451,0.0,0.0987,1:1_0174
104.0,2.8634,0.0483,0.0027,1:1_0174
120.0,2.8391,0.0509,0.0,1:1_0174
120.0,2.8587,0.2377,0.0869,1:1_0174
120.0,2.8777,0.2721,0.0385,1:1_0174
128.0,2.8616,0.0,0.0,1:1_0174
128.0,2.8182,0.079,0.0,1:1_0174
128.0,2.8772,0.0,0.0128,1:1_0174
144.0,2.8583,0.1386,0.1209,1:1_0174
144.0,2.8586,0.0,0.0924,1:1_0174
144.0,2.8397,0.0,0.0498,1:1_0174
24.0,0.2544,16.5525,14.174,1:1_0175
24.0,0.2357,16.6356,14.1733,1:1_0175
24.0,0.2914,16.5562,14.112,1:1_0175
32.333,0.242,16.4227,14.0791,1:1_0175
32.333,0.2683,16.5997,14.1544,1:1_0175
32.333,0.2491,16.4766,14.0331,1:1_0175
48.0,0.3175,15.9555,14.2511,1:1_0175
48.0,0.3654,15.8914,14.1443,1:1_0175
48.0,0.3341,16.1059,14.0561,1:1_0175
55.5,0.3956,15.8356,14.2123,1:1_0175
55.5,0.3604,15.6562,14.1524,1:1_0175
55.5,0.3559,15.9,13.8962,1:1_0175
72.0,0.4988,14.845,14.0547,1:1_0175
72.0,0.5134,14.9462,14.1519,1:1_0175
72.0,0.5233,14.8894,14.2988,1:1_0175
80.0,0.6165,14.2905,14.0593,1:1_0175
80.0,0.5821,14.3581,13.9758,1:1_0175
