Time (h),OD600 (-),[Glucose] (g/L),[Xylose] (g/L),trajectory_id
24.0,0.1862,18.8521,10.0165,2:1_0154
24.0,0.2173,18.8586,9.928,2:1_0154
24.0,0.2046,18.8147,9.9944,2:1_0154
32.333,0.2069,18.8376,10.0414,2:1_0154
32.333,0.1937,18.8816,10.0438,2:1_0154
32.333,0.146,18.8929,10.248,2:1_0154
48.0,0.2054,18.8726,10.1337,2:1_0154
48.0,0.2054,18.826,10.2124,2:1_0154
48.0,0.1961,18.879,10.2457,2:1_0154
55.5,0.1812,18.7548,10.1506,2:1_0154
55.5,0.2361,19.037,9.8608,2:1_0154
55.5,0.2398,18.7478,10.1283,2:1_0154
72.0,0.3975,18.7172,10.0614,2:1_0154
72.0,0.419,18.5494,10.0768,2:1_0154
72.0,0.4027,18.7999,10.1683,2:1_0154
80.0,0.562,18.4504,10.192,2:1_0154
80.0,0.5654,18.2839,10.1463,2:1_0154
80.0,0.5574,18.3511,10.0049,2:1_0154
96.0,1.0883,17.3683,9.9808,2:1_0154
96.0,1.0546,17.5063,10.1624,2:1_0154
96.0,1.0784,17.3777,10.0295,2:1_0154
104.0,1.4311,16.2584,10.165,2:1_0154
104.0,1.4062,16.1542,9.9461,2:1_0154
104.0,1.4516,16.2461,9.977,2:1_0154
120.0,2.278,12.1748,9.8874,2:1_0154
120.0,2.3077,12.223,10.1592,2:1_0154
120.0,2.2535,12.2884,9.8866,2:1_0154
128.0,2.767,8.9556,10.1648,2:1_0154
128.0,2.7177,9.1103,10.0441,2:1_0154
128.0,2.6993,9.2071,10.071,2:1_0154
144.0,3.3802,2.9193,9.8917,2:1_0154
144.0,3.393,2.8161,9.7738,2:1_0154
144.0,3.3692,2.8212,9.75,2:1_0154
24.0,0.2598,19.3913,10.7233,2:1_0155
24.0,0.2111,19.3111,10.8458,2:1_0155
24.0,0.2232,19.4929,10.7336,2:1_0155
32.333,0.4917,18.7548,10.8992,2:1_0155
32.333,0.5546,18.5936,10.9655,2:1_0155
32.333,0.5285,18.6927,10.8912,2:1_0155
48.0,2.1842,9.894,10.5863,2:1_0155
48.0,2.1462,10.1245,10.7754,2:1_0155
48.0,2.1586,10.0327,10.6739,2:1_0155
55.5,3.2414,0.0,2.9865,2:1_0155
55.5,3.2658,0.1074,2.8192,2:1_0155
55.5,3.2582,0.1533,3.1878,2:1_0155
72.0,3.3469,0.0984,0.0,2:1_0155
72.0,3.3149,0.0987,0.0,2:1_0155
72.0,3.3405,0.1431,0.0713,2:1_0155
80.0,3.3515,0.0,0.0,2:1_0155
80.0,3.3805,0.1234,0.0846,2:1_0155
80.0,3.3379,0.0,0.108,2:1_0155
96.0,3.3312,0.0079,0.0616,2:1_0155
96.0,3.3416,0.155,0.0,2:1_0155
96.0,3.3387,0.2138,0.0897,2:1_0155
104.0,3.3334,0.0799,0.0,2:1_0155
104.0,3.3667,0.0821,0.0,2:1_0155
104.0,3.3421,0.0419,0.0468,2:1_0155
120.0,3.3437,0.0565,0.0419,2:1_0155
120.0,3.3229,0.0,0.0,2:1_0155
120.0,3.3393,0.0,0.1103,2:1_0155
128.0,3.3182,0.0,0.1967,2:1_0155
128.0,3.321,0.11,0.0609,2:1_0155
128.0,3.3217,0.0,0.0,2:1_0155
144.0,3.3445,0.0,0.0,2:1_0155
144.0,3.3366,0.1102,0.0,2:1_0155
144.0,3.3179,0.0,0.0367,2:1_0155
24.0,0.2706,20.1777,9.7503,2:1_0156
24.0,0.3008,19.9525,9.7082,2:1_0156
24.0,0.2927,19.9443,10.0311,2:1_0156
32.333,0.2442,20.0191,9.7482,2:1_0156
32.333,0.2831,20.1624,9.8127,2:1_0156
32.333,0.256,20.1146,9.8316,2:1_0156
48.0,0.2848,20.0378,9.8268,2:1_0156
48.0,0.2259,19.919,9.9376,2:1_0156
48.0,0.2622,20.13,9.8224,2:1_0156
55.5,0.3548,19.7284,10.0819,2:1_0156
55.5,0.3683,19.7744,9.6367,2:1_0156
55.5,0.3772,19.7366,9.9113,2:1_0156
72.0,1.446,15.9098,9.8019,2:1_0156
72.0,1.4483,15.9621,9.7832,2:1_0156
72.0,1.4725,15.9992,9.9123,2:1_0156
80.0,2.2754,9.966,9.8097,2:1_0156
80.0,2.2848,10.2626,9.7658,2:1_0156
80.0,2.2773,10.1799,9.969,2:1_0156
96.0,3.1161,0.175,8.8537,2:1_0156
96.0,3.1393,0.2939,8.8596,2:1_0156
96.0,3.1401,0.2049,8.6753,2:1_0156
104.0,3.2285,0.0,6.2514,2:1_0156
104.0,3.2369,0.0274,6.0321,2:1_0156
104.0,3.2575,0.0,6.103,2:1_0156
120.0,3.3977,0.0887,1.9332,2:1_0156
120.0,3.35,0.0,1.9605,2:1_0156
120.0,3.3422,0.0,1.7434,2:1_0156
128.0,3.4213,0.0841,1.1727,2:1_0156
128.0,3.4103,0.0,1.134,2:1_0156
128.0,3.3892,0.0,1.017,2:1_0156
144.0,3.4364,0.0,0.1364,2:1_0156
144.0,3.4199,0.0412,0.2266,2:1_0156
144.0,3.4809,0.0,0.3162,2:1_0156
24.0,0.2518,18.5464,10.1505,2:1_0157
24.0,0.2542,18.6471,10.3129,2:1_0157
24.0,0.2464,18.484,10.2066,2:1_0157
32.333,0.3819,15.9342,10.1446,2:1_0157
32.333,0.3897,16.1135,10.1174,2:1_0157
32.333,0.3706,15.9557,10.2068,2:1_0157
48.0,1.1624,0.0992,6.2272,2:1_0157
48.0,1.1695,0.0,6.0708,2:1_0157
48.0,1.1723,0.0483,6.266,2:1_0157
55.5,1.3107,0.0741,0.2198,2:1_0157
55.5,1.2742,0.0235,0.0347,2:1_0157
55.5,1.2904,0.0,0.0499,2:1_0157
72.0,1.3049,0.0,0.0,2:1_0157
72.0,1.287,0.0,0.0603,2:1_0157
72.0,1.2783,0.0,0.0,2:1_0157
80.0,1.2658,0.0,0.0,2:1_0157
80.0,1.2804,0.0143,0.0,2:1_0157
80.0,1.2925,0.0,0.0,2:1_0157
96.0,1.3014,0.0,0.0,2:1_0157
96.0,1.3125,0.0,0.0671,2:1_0157
96.0,1.2735,0.0,0.1407,2:1_0157
104.0,1.2843,0.1614,0.0,2:1_0157
104.0,1.2951,0.0842,0.0544,2:1_0157
104.0,1.2999,0.0,0.0,2:1_0157
120.0,1.2668,0.1313,0.1699,2:1_0157
120.0,1.2994,0.0,0.0,2:1_0157
120.0,1.2804,0.0,0.0,2:1_0157
128.0,1.3072,0.0247,0.158,2:1_0157
128.0,1.289,0.02,0.0741,2:1_0157
128.0,1.3172,0.0,0.0405,2:1_0157
144.0,1.2997,0.0303,0.006,2:1_0157
144.0,1.3311,0.0,0.0,2:1_0157
144.0,1.2804,0.0,0.0293,2:1_0157
24.0,0.2744,20.6099,11.177,2:1_0158
24.0,0.2981,20.6445,11.0025,2:1_0158
24.0,0.2759,20.4852,11.1009,2:1_0158
32.333,1.0411,0.0,0.426,2:1_0158
32.333,1.0273,0.0,0.4864,2:1_0158
32.333,1.0281,0.1318,0.6234,2:1_0158
48.0,1.0561,0.0664,0.0,2:1_0158
48.0,1.0213,0.1079,0.0,2:1_0158
48.0,1.0488,0.0,0.0721,2:1_0158
55.5,1.041,0.0,0.0693,2:1_0158
55.5,0.9892,0.0,0.0,2:1_0158
55.5,1.0558,0.0,0.0,2:1_0158
72.0,1.0387,0.0248,0.0,2:1_0158
72.0,1.02,0.0,0.0975,2:1_0158
72.0,1.0186,0.0,0.0466,2:1_0158
80.0,1.0623,0.0,0.1361,2:1_0158
80.0,1.0428,0.0,0.0,2:1_0158
80.0,1.0174,0.0169,0.0,2:1_0158
96.0,1.0545,0.0849,0.0,2:1_0158
96.0,1.004,0.0614,0.0,2:1_0158
96.0,1.0289,0.0547,0.0858,2:1_0158
104.0,1.0077,0.0,0.0,2:1_0158
104.0,1.0153,0.0066,0.0,2:1_0158
104.0,1.0129,0.2087,0.0017,2:1_0158
120.0,1.0209,0.0101,0.053,2:1_0158
120.0,1.0197,0.232,0.0,2:1_0158
120.0,1.0033,0.0,0.0004,2:1_0158
128.0,1.0418,0.0,0.047,2:1_0158
128.0,1.0415,0.0,0.0427,2:1_0158
128.0,1.0285,0.0,0.0,2:1_0158
144.0,1.037,0.1218,0.0,2:1_0158
144.0,1.0228,0.0163,0.1757,2:1_0158
144.0,1.041,0.0,0.0,2:1_0158
24.0,0.2288,22.0222,9.5358,2:1_0159
24.0,0.2499,21.9438,9.663,2:1_0159
24.0,0.2431,21.9549,9.4388,2:1_0159
32.333,0.2648,21.6986,9.6182,2:1_0159
32.333,0.2335,21.8167,9.4895,2:1_0159
32.333,0.2455,21.9594,9.5767,2:1_0159
48.0,0.2287,22.0074,9.5448,2:1_0159
48.0,0.2336,21.8589,9.8341,2:1_0159
48.0,0.2177,21.9624,9.417,2:1_0159
55.5,0.2542,21.7685,9.5734,2:1_0159
55.5,0.2679,21.7894,9.5176,2:1_0159
55.5,0.2991,21.6993,9.6609,2:1_0159
72.0,0.491,21.2477,9.5469,2:1_0159
72.0,0.4773,21.51,9.5467,2:1_0159
72.0,0.5499,21.4193,9.618,2:1_0159
80.0,0.6603,20.7437,9.698,2:1_0159
80.0,0.6161,21.0025,9.5216,2:1_0159
80.0,0.6266,21.0928,9.5709,2:1_0159
96.0,1.1078,19.3095,9.4472,2:1_0159
96.0,1.1656,19.2104,9.4419,2:1_0159
96.0,1.1548,19.2641,9.3569,2:1_0159
104.0,1.47,17.6317,9.5814,2:1_0159
104.0,1.4676,17.6763,9.6142,2:1_0159
104.0,1.4719,17.5781,9.5721,2:1_0159
120.0,2.2866,11.2385,9.384,2:1_0159
120.0,2.2966,11.2549,9.4805,2:1_0159
120.0,2.3252,11.32,9.5102,2:1_0159
128.0,2.774,5.9801,9.5668,2:1_0159
128.0,2.7692,5.9222,9.6102,2:1_0159
128.0,2.7553,5.9475,9.227,2:1_0159
144.0,3.3903,0.0,5.4484,2:1_0159
144.0,3.4115,0.0148,5.5263,2:1_0159
144.0,3.3963,0.0904,5.4422,2:1_0159
24.0,0.2718,19.8206,11.3494,2:1_0160
24.0,0.2445,19.8346,11.2728,2:1_0160
24.0,0.28,19.8847,11.3366,2:1_0160
32.333,0.2562,19.8622,11.2696,2:1_0160
32.333,0.3023,19.8708,11.3289,2:1_0160
32.333,0.2504,19.8007,11.3468,2:1_0160
48.0,0.2744,19.8508,11.1456,2:1_0160
48.0,0.2597,19.8323,11.4411,2:1_0160
48.0,0.2382,19.7554,11.1311,2:1_0160
55.5,0.3358,19.7747,11.3552,2:1_0160
55.5,0.3408,19.5529,11.3561,2:1_0160
55.5,0.3138,19.662,11.3694,2:1_0160
72.0,0.5917,18.58,11.2922,2:1_0160
72.0,0.603,18.6871,11.3583,2:1_0160
72.0,0.5825,18.45,11.3959,2:1_0160
80.0,0.82,17.4419,11.1453,2:1_0160
80.0,0.7801,17.4636,11.3561,2:1_0160
80.0,0.8192,17.2423,11.3852,2:1_0160
96.0,1.3573,13.415,11.2506,2:1_0160
96.0,1.3439,13.5132,11.2012,2:1_0160
96.0,1.34,13.6021,11.2148,2:1_0160
104.0,1.6295,10.5914,11.0923,2:1_0160
104.0,1.6345,10.8033,11.2388,2:1_0160
104.0,1.6523,10.7503,11.3837,2:1_0160
120.0,2.1312,4.0659,10.9411,2:1_0160
120.0,2.1173,3.963,10.8108,2:1_0160
120.0,2.1187,4.2477,11.0829,2:1_0160
128.0,2.2735,1.7436,10.2468,2:1_0160
128.0,2.2602,1.7048,10.4175,2:1_0160
128.0,2.2687,1.8072,10.5389,2:1_0160
144.0,2.4414,0.3521,7.8989,2:1_0160
144.0,2.4737,0.1644,7.9189,2:1_0160
144.0,2.465,0.3551,7.9296,2:1_0160
24.0,0.325,18.4615,11.844,2:1_0161
24.0,0.2767,18.6403,11.6713,2:1_0161
24.0,0.3081,18.3271,11.676,2:1_0161
32.333,0.2616,18.4621,11.7612,2:1_0161
32.333,0.2679,18.3821,11.7416,2:1_0161
32.333,0.2647,18.4984,11.7691,2:1_0161
48.0,0.23,18.4711,11.9076,2:1_0161
48.0,0.2778,18.3488,11.9072,2:1_0161
48.0,0.2559,18.4427,11.8305,2:1_0161
55.5,0.5672,17.5139,11.8462,2:1_0161
55.5,0.5643,17.3403,11.9803,2:1_0161
55.5,0.4843,17.5989,11.7382,2:1_0161
72.0,2.7027,0.1448,4.2227,2:1_0161
72.0,2.7025,0.0866,4.0186,2:1_0161
72.0,2.6685,0.0271,4.1468,2:1_0161
80.0,2.8544,0.1238,0.1151,2:1_0161
80.0,2.8423,0.0442,0.0,2:1_0161
80.0,2.8289,0.0,0.0,2:1_0161
96.0,2.8476,0.0451,0.0,2:1_0161
96.0,2.883,0.0546,0.0,2:1_0161
96.0,2.8787,0.0,0.0411,2:1_0161
104.0,2.8508,0.1324,0.0731,2:1_0161
104.0,2.8468,0.0,0.3269,2:1_0161
104.0,2.8355,0.0,0.0,2:1_0161
120.0,2.8375,0.0,0.0,2:1_0161
120.0,2.8702,0.0,0.0,2:1_0161
120.0,2.8446,0.0,0.0996,2:1_0161
128.0,2.8454,0.0,0.088,2:1_0161
128.0,2.8857,0.0238,0.0,2:1_0161
128.0,2.8551,0.0,0.0,2:1_0161
144.0,2.875,0.0,0.0,2:1_0161
144.0,2.8504,0.0665,0.0368,2:1_0161
144.0,2.8239,0.0,0.0,2:1_0161
24.0,0.1808,19.5305,9.3372,2:1_0162
24.0,0.1891,19.6209,9.3258,2:1_0162
24.0,0.1888,19.7372,9.2106,2:1_0162
32.333,0.2329,19.7009,9.298,2:1_0162
32.333,0.2525,19.6741,9.4033,2:1_0162
32.333,0.2326,19.5252,9.3369,2:1_0162
48.0,0.328,19.229,9.331,2:1_0162
48.0,0.3277,19.3398,9.3683,2:1_0162
48.0,0.3169,19.2913,9.4515,2:1_0162
55.5,0.4303,19.0828,9.4896,2:1_0162
55.5,0.3798,18.9853,9.2825,2:1_0162
55.5,0.3701,19.0241,9.45,2:1_0162
72.0,0.656,18.02,9.3095,2:1_0162
72.0,0.6359,18.0944,9.4006,2:1_0162
72.0,0.628,18.0509,9.4773,2:1_0162
80.0,0.8016,17.2068,9.3164,2:1_0162
80.0,0.8088,17.1102,9.2806,2:1_0162
80.0,0.8156,17.4647,9.2721,2:1_0162
96.0,1.2673,14.5516,9.3759,2:1_0162
96.0,1.2397,14.644,9.4002,2:1_0162
96.0,1.2809,14.6765,9.279,2:1_0162
104.0,1.5294,12.3206,8.9746,2:1_0162
104.0,1.5228,12.3465,9.2932,2:1_0162
104.0,1.5349,12.2564,9.4308,2:1_0162
120.0,2.09,5.9658,8.7762,2:1_0162
120.0,2.0387,6.1706,8.8379,2:1_0162
120.0,2.0654,6.0299,8.8605,2:1_0162
128.0,2.3369,2.5707,8.3404,2:1_0162
128.0,2.3347,2.6757,8.5056,2:1_0162
128.0,2.3154,2.8926,8.4682,2:1_0162
144.0,2.644,0.1533,4.8506,2:1_0162
144.0,2.6044,0.2182,4.8143,2:1_0162
144.0,2.6004,0.0,4.8068,2:1_0162
24.0,0.2549,18.8209,10.1432,2:1_0163
24.0,0.2602,18.6253,10.1245,2:1_0163
24.0,0.2795,18.5347,10.0323,2:1_0163
32.333,0.2118,18.7473,10.2295,2:1_0163
32.333,0.2432,18.6967,10.1403,2:1_0163
32.333,0.2267,18.7379,10.1476,2:1_0163
48.0,0.2676,18.7634,10.1075,2:1_0163
48.0,0.2732,18.5228,10.0765,2:1_0163
48.0,0.2177,18.6946,10.1461,2:1_0163
55.5,0.3387,18.3165,10.1478,2:1_0163
55.5,0.3011,18.2405,10.088,2:1_0163
55.5,0.3147,18.5176,10.2938,2:1_0163
72.0,1.013,14.242,9.8831,2:1_0163
72.0,1.0084,14.4439,9.9937,2:1_0163
72.0,1.0,14.6018,10.0861,2:1_0163
80.0,1.7334,7.6285,9.9943,2:1_0163
80.0,1.6952,7.7695,9.8694,2:1_0163
80.0,1.6842,7.7943,9.9616,2:1_0163
96.0,2.5506,0.1497,0.0392,2:1_0163
96.0,2.5877,0.0936,0.0364,2:1_0163
96.0,2.5803,0.0,0.15,2:1_0163
104.0,2.5603,0.0,0.0,2:1_0163
104.0,2.5996,0.0,0.0,2:1_0163
104.0,2.5725,0.0044,0.0285,2:1_0163
120.0,2.5511,0.0,0.016,2:1_0163
120.0,2.6141,0.0839,0.0,2:1_0163
120.0,2.6098,0.0,0.0,2:1_0163
128.0,2.6187,0.0458,0.0188,2:1_0163
128.0,2.59,0.0303,0.0007,2:1_0163
128.0,2.5841,0.0,0.0077,2:1_0163
144.0,2.5722,0.0,0.027,2:1_0163
144.0,2.6095,0.0,0.0,2:1_0163
144.0,2.5559,0.0,0.0,2:1_0163
24.0,0.2551,20.0579,8.9877,2:1_0164
24.0,0.2001,20.4078,9.0294,2:1_0164
24.0,0.2352,20.2659,9.0067,2:1_0164
32.333,0.3854,19.8418,9.0694,2:1_0164
32.333,0.3504,19.8219,9.1536,2:1_0164
32.333,0.3687,19.859,8.8754,2:1_0164
48.0,0.9455,17.5568,8.8095,2:1_0164
48.0,0.9242,17.421,9.0037,2:1_0164
48.0,0.923,17.731,8.9577,2:1_0164
55.5,1.3335,14.522,8.8341,2:1_0164
55.5,1.3182,14.7066,8.8278,2:1_0164
55.5,1.3482,14.6688,8.9274,2:1_0164
72.0,2.6497,0.0,6.2449,2:1_0164
72.0,2.6566,0.1371,6.2432,2:1_0164
72.0,2.6529,0.0484,6.3143,2:1_0164
80.0,2.935,0.0479,0.0,2:1_0164
80.0,2.9403,0.0,0.0,2:1_0164
80.0,2.9509,0.0,0.038,2:1_0164
96.0,2.9696,0.0758,0.0,2:1_0164
96.0,2.9689,0.08,0.0,2:1_0164
96.0,2.9569,0.0993,0.002,2:1_0164
104.0,2.9672,0.0,0.1223,2:1_0164
104.0,2.9697,0.0046,0.0,2:1_0164
104.0,2.9379,0.0503,0.0,2:1_0164
120.0,2.9449,0.0,0.0,2:1_0164
120.0,2.9248,0.0,0.0,2:1_0164
120.0,2.9914,0.0061,0.0253,2:1_0164
128.0,2.9958,0.0,0.0392,2:1_0164
128.0,2.9765,0.0824,0.0,2:1_0164
128.0,2.9587,0.0,0.0,2:1_0164
144.0,3.0164,0.0,0.0927,2:1_0164
144.0,2.9843,0.0,0.0,2:1_0164
144.0,2.9714,0.0395,0.0331,2:1_0164
24.0,0.2211,20.0936,11.4837,2:1_0165
24.0,0.1975,19.8662,11.667,2:1_0165
24.0,0.2534,20.075,11.637,2:1_0165
32.333,0.3835,18.9901,11.7313,2:1_0165
32.333,0.396,19.0757,11.7339,2:1_0165
32.333,0.4162,19.015,11.6144,2:1_0165
48.0,1.3361,10.1244,11.4747,2:1_0165
48.0,1.3509,10.1783,11.3475,2:1_0165
48.0,1.3067,10.07,11.583,2:1_0165
55.5,1.8112,2.5945,11.2828,2:1_0165
55.5,1.8436,2.6287,11.1204,2:1_0165
55.5,1.806,2.703,11.3132,2:1_0165
72.0,2.2635,0.0,2.2581,2:1_0165
72.0,2.2273,0.1414,2.3798,2:1_0165
72.0,2.256,0.0153,2.3063,2:1_0165
80.0,2.2881,0.0,0.2412,2:1_0165
80.0,2.319,0.0,0.4314,2:1_0165
80.0,2.3177,0.0,0.267,2:1_0165
96.0,2.3036,0.0156,0.0,2:1_0165
96.0,2.336,0.0,0.0,2:1_0165
96.0,2.3441,0.0734,0.2053,2:1_0165
104.0,2.3455,0.0,0.0,2:1_0165
104.0,2.3385,0.1461,0.0858,2:1_0165
104.0,2.3173,0.0453,0.0224,2:1_0165
120.0,2.3526,0.0301,0.0264,2:1_0165
120.0,2.308,0.0792,0.0,2:1_0165
120.0,2.3334,0.0,0.0,2:1_0165
128.0,2.3432,0.0,0.0,2:1_0165
128.0,2.3276,0.0,0.1257,2:1_0165
128.0,2.3067,0.1917,0.0857,2:1_0165
144.0,2.326,0.0,0.0,2:1_0165
144.0,2.338,0.0,0.0,2:1_0165
144.0,2.3099,0.0713,0.0169,2:1_0165
24.0,0.3076,19.8125,12.0526,2:1_0166
24.0,0.3146,19.7861,11.9155,2:1_0166
24.0,0.2921,19.7155,11.9204,2:1_0166
32.333,0.974,14.1083,11.8071,2:1_0166
32.333,0.9974,14.295,11.8363,2:1_0166
32.333,0.9836,14.1965,11.6779,2:1_0166
48.0,2.173,0.0959,0.1197,2:1_0166
48.0,2.1762,0.1119,0.0,2:1_0166
48.0,2.183,0.0,0.0,2:1_0166
55.5,2.1795,0.0127,0.0776,2:1_0166
55.5,2.1642,0.0126,0.0965,2:1_0166
55.5,2.1851,0.0,0.0,2:1_0166
72.0,2.2333,0.1493,0.0,2:1_0166
72.0,2.2169,0.0,0.0,2:1_0166
72.0,2.1721,0.0,0.0,2:1_0166
80.0,2.1848,0.0427,0.0655,2:1_0166
80.0,2.1909,0.0,0.0,2:1_0166
80.0,2.2251,0.0629,0.1423,2:1_0166
96.0,2.2289,0.0,0.082,2:1_0166
96.0,2.1753,0.1033,0.0828,2:1_0166
96.0,2.151,0.0403,0.0,2:1_0166
104.0,2.1865,0.0,0.0908,2:1_0166
104.0,2.1797,0.0,0.0,2:1_0166
104.0,2.189,0.041,0.1196,2:1_0166
120.0,2.2036,0.0584,0.0738,2:1_0166
120.0,2.2097,0.1033,0.2505,2:1_0166
120.0,2.2093,0.0287,0.0,2:1_0166
128.0,2.1995,0.1154,0.0,2:1_0166
128.0,2.2185,0.0,0.0,2:1_0166
128.0,2.2038,0.0,0.0459,2:1_0166
144.0,2.1703,0.0876,0.0196,2:1_0166
144.0,2.1932,0.0275,0.0,2:1_0166
144.0,2.2022,0.0,0.0,2:1_0166
24.0,0.1992,17.9652,11.3905,2:1_0167
24.0,0.1321,18.0579,11.4318,2:1_0167
24.0,0.1749,18.0609,11.4354,2:1_0167
32.333,0.2297,18.1442,11.4494,2:1_0167
32.333,0.2089,18.0742,11.5989,2:1_0167
32.333,0.2195,18.0648,11.5262,2:1_0167
48.0,0.2602,17.8209,11.464,2:1_0167
48.0,0.2627,17.8843,11.4724,2:1_0167
48.0,0.223,17.8521,11.3302,2:1_0167
55.5,0.2761,17.8023,11.3265,2:1_0167
55.5,0.3252,17.8629,11.3381,2:1_0167
55.5,0.2568,17.7594,11.3845,2:1_0167
72.0,0.3762,17.7935,11.2503,2:1_0167
72.0,0.3899,17.5263,11.3908,2:1_0167
72.0,0.3501,17.535,11.4338,2:1_0167
80.0,0.466,17.3964,11.5364,2:1_0167
80.0,0.4109,17.3246,11.665,2:1_0167
80.0,0.473,17.2028,11.4234,2:1_0167
96.0,0.5942,16.7624,11.6109,2:1_0167
96.0,0.6343,16.6536,11.3345,2:1_0167
96.0,0.6151,16.7791,11.4423,2:1_0167
104.0,0.7017,16.3908,11.3298,2:1_0167
104.0,0.7099,16.4978,11.4381,2:1_0167
104.0,0.7032,16.5406,11.5148,2:1_0167
120.0,0.9632,15.3439,11.577,2:1_0167
120.0,0.9954,15.2182,11.5202,2:1_0167
120.0,0.9977,15.4354,11.3541,2:1_0167
128.0,1.099,14.8179,11.4787,2:1_0167
128.0,1.1169,14.8801,11.2944,2:1_0167
128.0,1.1041,14.6658,11.374,2:1_0167
144.0,1.3871,12.7931,11.3029,2:1_0167
144.0,1.4085,12.6568,11.355,2:1_0167
144.0,1.4214,12.7891,11.4949,2:1_0167
24.0,0.3243,20.8816,9.3023,2:1_0168
24.0,0.2953,20.5301,9.0856,2:1_0168
24.0,0.3071,20.5866,9.1759,2:1_0168
32.333,0.7298,17.9058,9.2327,2:1_0168
32.333,0.717,17.8859,9.3756,2:1_0168
32.333,0.7285,17.9733,9.2893,2:1_0168
48.0,2.2383,0.0,2.5186,2:1_0168
48.0,2.2118,0.1016,2.2907,2:1_0168
48.0,2.2147,0.0223,2.4501,2:1_0168
55.5,2.2755,0.0,0.0462,2:1_0168
55.5,2.2883,0.0,0.1656,2:1_0168
55.5,2.2865,0.0,0.0,2:1_0168
72.0,2.2707,0.0876,0.0,2:1_0168
72.0,2.305,0.0,0.0,2:1_0168
72.0,2.2745,0.0477,0.0,2:1_0168
80.0,2.2702,0.0714,0.0494,2:1_0168
80.0,2.2992,0.0295,0.0,2:1_0168
80.0,2.3176,0.0,0.0268,2:1_0168
96.0,2.3001,0.0,0.1896,2:1_0168
96.0,2.2919,0.0033,0.0,2:1_0168
96.0,2.3154,0.1192,0.0158,2:1_0168
104.0,2.2631,0.0,0.0,2:1_0168
104.0,2.2834,0.0,0.0,2:1_0168
104.0,2.3218,0.0742,0.0034,2:1_0168
120.0,2.2794,0.036,0.0204,2:1_0168
120.0,2.2844,0.039,0.0512,2:1_0168
120.0,2.3062,0.0,0.0431,2:1_0168
128.0,2.316,0.0296,0.2208,2:1_0168
128.0,2.2888,0.0,0.0,2:1_0168
128.0,2.279,0.0559,0.0832,2:1_0168
144.0,2.2951,0.0293,0.1915,2:1_0168
144.0,2.2758,0.0,0.0,2:1_0168
144.0,2.2689,0.0,0.1297,2:1_0168
24.0,0.1827,20.4558,11.1261,2:1_0169
24.0,0.1661,20.4607,10.9136,2:1_0169
24.0,0.1287,20.4812,11.0495,2:1_0169
32.333,0.1484,20.7129,10.7858,2:1_0169
32.333,0.1599,20.3933,11.1016,2:1_0169
32.333,0.1887,20.5155,10.8677,2:1_0169
48.0,0.1516,20.5671,10.9422,2:1_0169
48.0,0.1644,20.5347,10.9686,2:1_0169
48.0,0.1406,20.409,10.8792,2:1_0169
55.5,0.1748,20.5244,11.0145,2:1_0169
55.5,0.2131,20.3747,11.0403,2:1_0169
55.5,0.1736,20.7129,10.999,2:1_0169
72.0,0.2428,20.414,11.0283,2:1_0169
72.0,0.2465,20.446,11.1596,2:1_0169
72.0,0.2724,20.3717,11.1862,2:1_0169
80.0,0.3132,20.1745,11.0132,2:1_0169
80.0,0.2993,20.2302,11.0392,2:1_0169
80.0,0.266,20.4446,11.0689,2:1_0169
96.0,0.42,20.0038,11.0492,2:1_0169
96.0,0.4861,20.1162,11.1942,2:1_0169
96.0,0.4513,19.9978,10.9569,2:1_0169
104.0,0.5882,19.4525,10.875,2:1_0169
104.0,0.5599,19.6627,11.0189,2:1_0169
104.0,0.5941,19.6037,10.8734,2:1_0169
120.0,0.8698,18.7009,11.0499,2:1_0169
120.0,0.908,18.905,11.1035,2:1_0169
120.0,0.8661,18.7453,11.0371,2:1_0169
128.0,1.0608,17.971,11.0253,2:1_0169
128.0,1.049,18.148,10.9477,2:1_0169
128.0,1.0871,18.0594,11.1133,2:1_0169
144.0,1.5121,15.8499,11.0878,2:1_0169
144.0,1.5603,15.7759,11.0236,2:1_0169
144.0,1.5367,15.7292,11.053,2:1_0169
24.0,0.2491,19.0929,9.6871,2:1_0170
24.0,0.2118,19.2526,9.701,2:1_0170
24.0,0.2445,19.2131,9.5271,2:1_0170
32.333,0.2246,19.0443,9.7564,2:1_0170
32.333,0.241,19.2637,9.7095,2:1_0170
32.333,0.1972,19.2188,9.7625,2:1_0170
48.0,0.2262,19.2064,9.5329,2:1_0170
48.0,0.2312,19.187,9.6005,2:1_0170
48.0,0.2404,19.1484,9.7447,2:1_0170
55.5,0.3281,18.7982,9.5834,2:1_0170
55.5,0.3107,18.9783,9.857,2:1_0170
55.5,0.3351,18.7928,9.6186,2:1_0170
72.0,1.0585,13.6094,9.649,2:1_0170
72.0,1.0329,13.7471,9.3889,2:1_0170
72.0,1.0789,13.7392,9.8902,2:1_0170
80.0,1.7651,4.8119,9.4794,2:1_0170
80.0,1.7813,4.8549,9.3491,2:1_0170
80.0,1.7812,4.8638,9.3666,2:1_0170
96.0,2.3561,0.2469,0.1088,2:1_0170
96.0,2.3998,0.0,0.0946,2:1_0170
96.0,2.3675,0.0199,0.0499,2:1_0170
104.0,2.3689,0.0,0.0,2:1_0170
104.0,2.3741,0.0,0.0,2:1_0170
